,text
435,"#CCP is anything but human and all your masters are Inhumane, wish you are human, but yes, I don't expect you to be one as you are so blind to empathize with the plight of suppressed #Uyghurs as your masters are conducting #UyghurGenocide. How can you actually eat and sleep?Shame"
436,"#Pakistan, An epicenter of global terrorism and home to world's worst human rights abusers is a member of #UNHRC.
This brought discredit to the name of #UNHRC.
Does #UNHRC now believe in Islamist Terrorism of Pakistan and ethnic cleansing of #Uyghurs in China? 
Shameful. "
437,"If you can to doing, then you better is joining the the allies troops and ready for fight with China. Respected Warriors.
#Uyghurs #Tibet #Uyghur 
@UyghurCongress"
438,"Those video's about the ""graduate students"" from the so called #Chinese ""re-education"" camps really break my heart. How come we all have to witness this much atrocity & wait for #China's mercy to stop it someday when they want? #closethecamps for #Uyghurs,#UyghurLivesMatter"
439,"Horrific story from 
@CNN
 about how even the hair stolen from interned #Uyghurs in Xinjiang is being exported all over the world... with forced Uyghur labour doing the work."
440,"Anyone knows why a Day on the day of Judgment will be 50,000 years..??
Because In Front of Allah one Uyghur Muslim will ask ALL the people of this world - ""Why he was Killed..,""
Especially we All Muslims..
Are we prepaid to answer him...
#UyghurGenocide 
#Uyghurs"
441,"Why are nations paying for the #UNHRC when they just elected #China to their council - China, a country that has committed horrific crimes against humanity with the #Uyghurs & are supressing human rights in #HongKong"
442,"The followings are what #CCP executes to the people on its territory:

1) Eradication of #Uyghurs
2) Massacre of Tibetan
3) Crackdown on #HongKongers
4) Cultural genocide of South Mongolian

Hence, how can #CCPChina be qualified as a member of UNHRC ?

#CCP_is_terrorist"
443,"Th elected memeber of 
@UNHumanRights
, The self proclaimed representative of Muslim Ummah, #Pakistan considers persecution and killings of #Uyghurs by #China as a Non-Issue."
444,"https://youtube.com/watch?v=qc4hwH0TmSo…
Watch and remember
With every #facemask you buy this is what you are funding
The mass production of any #vaccine funds #Genocide in camps similar to those of the #nazis 
Now you know no more excuses buy local or be complicit #mondkapjesplicht #Uyghurs"
445,Currently theres 1M Uyghur muslims in detention camps and forced into labor and no one on the left is even attempting to “cancel” China/CCP. This will be one of those events and considering how cozy Biden is with the CCP nothing will be done. #china #Uyghurs #UyghurGenocide
446,"The #Chinese govt has routinely failed to abide by its promises & #HumanRights
 obligations.
#Uyghurs, #HongKongers, #Tibetans, #Mongolians and others have been subjected to horrific human rights violations by #China. #CCP_is_terrorist"
447,"Canada has “concern for the protection of #HumanRights
  and places like #HongKong and … with the #Uyghurs.”
@JustinTrudeau
 criticized #China's human rights record on the 50th anniversary of #Canada-China diplomatic ties."
448,Learn About the Plight of the #Uyghurs
449,Brussels conference draws parallels between China's persecution of #Uyghurs & Nazi Germany.
450,"The #Chinese govt should not be on the 
@UN_HRC
 while it is crushing #HongKong's freedoms and committing egregious abuses & atrocities in #Tibet & #Xinjiang, where ethnic minority #Uyghurs face mass arbitrary detention, forced sterilizations & forced labor. http://axios.com/un-human-rights-council-china-russia-cuba-pakistan-247550fe-91ab-4ee8-975d-810704ffc87e.html…"
451,"China: Look! The #Uyghurs are dancing, they are living their lives happily. Definitely no concentration camps, no organ harvest, no genocide. 
#UyghurGenocide 
#Chinazi"
452,"Boarding school children at this age
https://youtu.be/WM4UXr2T5p8"
453,"Uyghurs Under Threat - join our high-level discussion featuring witnesses, researchers and policymakers on 12 November. https://eventbrite.ca/e/uyghurs-under-threat-tickets-121403863223… #Uyghurs #Uyghur"
454,"This is what elderly #Uyghurs going throughly after they left behind their young loved ones. 
#CCP transformed a hard working, civilized nation into poor, slave labour collective 
@UyghurCongress
 @UyghurProject
 @VoiceofUyghur
 @ChinaUncensored
 @cjwerleman
 @Imamofpeace
 @CECCgov"
455,Merkel should been kick out from NATO. #Chinesespy #MerkelGate #Fentanyl #Uyghurs #UyghurGenocide #UighurGenocide #Auschwitz #hypocrisy #Hypocrite #smic #huawei #Election2020 #HunterBiden #chinesesupport911 #OsmarBinLadeb
456,He also wants #Uyghurs in the concentration camps in Xinjiang.
457,"The #EU & #China are partners. A country which continues to violate the human rights of 3 millions of #Uyghurs. The blind eye & hypocrisy starts in #Europe, continuing in Int'l organizations like the #UNHRC, #WHO & #UN 
@hrw
."
458,"As Uyghurs in Xinjiang are enduring what Secretary of State Mike Pompeo rightly calls the ""stain of the century,"" the NBA--and 
@mcuban
--is happy to stay silent because China is a ""customer.""

#China #Uyghurs #humanrights"
459,Show the trains where you're taking away the #Uyghurs.  Show the concentration camps.  Show the video of a #Chinazi beating a Uyghur woman in a concentration camp.  Start telling the #truth. #CCP #CCP_is_terrorist #FreeUyghur
460,"Call on the Chinese government to stop its campaign targeting #Uyghurs, Kazakhs and other predominantly Muslim groups inside and outside China. Act now with 
@AmnestyNow
: https://takeaction.amnesty.ca/page/56653/action/1?locale=en-US&utm_source=twitter&utm_medium=postaction&ea.tracking.id=postaction_twitter…"
461,China is appreciated for your supporting speech because they earned your money to continue their sustainable action to suppress #Uyghurs. Your fancy T shirt and your room #mulan film poster which may come from their camp.
462,"#China: Stop the unethical cleansing of #Uyghurs Muslims in #Xinjiang.

Share this video to raise awareness and #SaveUyghursInChina."
463,"Bc MEP 
@rglucks1
 opposed #China's appointment to the UN Human Rights Council given the ""millions of #Uyghurs in the camps,"" he drew the wrath of Chinese embassy in France: “Stop sowing trouble on Xinjiang issues ... entirely w/in China's internal affairs."""
464,"#China has imprisoned over one million innocent #Uyghur Muslims in concentration camps around mainland China! Over 500,000 children in mainland China are in these concentration camps against their will, and what they want!
Extended Version - https://m.youtube.com/watch?v=tzVFwVQnqAw…"
465,"Thank you Canada so much for #StandUp4HumanRights
 and  #StandWithHongKong.
No more human rights and freedom in #HongKong and #Xinjiang.
 #HongKongers's and #Uyghurs  just living in a dark age.
Hope the world can #StandTogether and stand up to the CCP.
#FreeHongKong 
#FreeUyghurs"
466,"Chinese embassy in France intimidates French MP on #Uyghurs issue. 

Fundamental rights are principles enshrined in international texts that member states (including you) of the United Nations have freely agreed to sign and respect. 
We will not be silent."
467,"On Monday in Westminster Hall I named companies whose supply chains are allegedly implicated in human rights abuses against the #Uyghurs. We have power as consumers, but Govt can also take firmer action. Read more 
@TheOxfordMail
 "
468,"First 
@WHO
 lost its relevance by being China’s puppet and now 
@UNHumanRights
 lost it’s by electing worst human rights abusers like China (#Uyghurs) and Pakistan to the Council. Worst abusers will be rewarded at 
@UN
 .
#HumanRights"
469,"Just hoping they are still alive and conscious, too many footages showing #Uyghurs being released from concentration camps and becoming extremely weak 
#save12hkyouth"
470,"Before conflict have outbreak, #Uyghurs and Tibetans better joining Quad, USA military, to Ready for fight.
Then you also can work with Blacks and Indians.
You and your offspring will have a good position.
Remember that resources will never be given to one who not shed blood."
471,"The Chinese govt has routinely failed to abide by its promises & #humanrights
 obligations.

#Uyghurs, #HongKongers, #Tibetans, #Mongolians and others have been subjected to horrific human rights violations.

Reality is very different from CCP rhetoric."
472,"Pakistan's official position is to trun our blind eyes to #UyghurGenocide even when we have leverage to help them.
With this face and blood in hand, good luck with fighting #Kashmir case based on human rights!

I will keep supporting #Uyghurs, I am not afraid."
473,Most disgustingly nauseating statement on the plight of #UighurMuslims you’d hear is from @YusufMoeed the speak advisor to the PM of Islamic Republic of #Pakistan @ImranKhanPTI
474,"Guess what I just read?
 #Uyghurs"
475,#Twit. #Xinjiang #Uyghurs situation explained in 4 minutes: https://worldaffairs.blog/2020/09/20/uyghur-xinjiang-explained-in-four-minutes/… #HongKong riots explained too: https://worldaffairs.blog/2019/08/24/truth-about-hong-kong-protests/… Two #US #MIC #NED attempts at #ColorRevolution explained in 8 minutes. Free!. Great value education!
476,And you're an 'intn'l human right lawyer? A political analyst? Advise doing some pretty rapid catching up. Homework: #Xinjiang #Uyghurs #China
477,"Is this a joke? #China and Human Rights Council?

#CCPChina launched Bio warfare, suppressed #HongKong and case of #Uyghurs #Xinjiang is widely known.

But it used #DebtTrap diplomacy to win the seat and world is silent!

#BoycottChina #DebtTrap #BRI"
478,"United Nations Human Rights Council has lost its relevance globally after they elected China and Pakistan in the elite 
@UN
 HR body. Does #UNHRC now believe in Islamist Terrorism of Pakistan and ethnic cleansing of #Uyghurs in China? Shameful. My thoughts:"
479,#Brussels conference draws parallels between China's persecution of #Uyghurs & Nazi Germany - EU Today
480,"This is a political detention camp in #Xinjiang which is 3km long. Almost everyone detained there was detained for ordinary acts of faith and culture (#Islamic and #Uyghurs among others).
It last expanded last November, by a km.

When will #Pakistan speak up? #PuppetPMImranKhan"
481,People STILL trotting this photo out? FFS! #Xinjiang and #Uyghurs situation explained in 4 minutes: https://worldaffairs.blog/2020/09/20/uyghur-xinjiang-explained-in-four-minutes/… #HongKong riots explained in 4 minutes. https://worldaffairs.blog/2019/08/24/truth-about-hong-kong-protests/… Two #US #MIC #NED attempts at #ColorRevolution: Explained in 8 minutes. Great value! #China
482,"I've taught many #Thai students, in #China, and now sad to see the tired old #colorrevolution playbook trotted out yet again in #Thailand. Yes it's the #US #MIC #NED, of course it is. As in #Tibet #Xinjiang #Uyghurs #HongKong etc  https://worldaffairs.blog/2020/09/20/uyghur-xinjiang-explained-in-four-minutes/…"
483,#Xinjiang and #Uyghurs situation in #China explained in 4 minutes: https://worldaffairs.blog/2020/09/20/uyghur-xinjiang-explained-in-four-minutes/…  Plus! #HongKong riots explained in 4 minutes. https://worldaffairs.blog/2019/08/24/truth-about-hong-kong-protests/… Two #US #MIC #NED attempts at #ColorRevolution - Explained in 8 minutes. Great value! 
484,"The #UN has become a laughing stock. #China is the biggest human rights abuser on this planet! #Uyghurs #Hongkong #HumanRights
 #ShameOnUN"
485,"Farooq should withdraw his remark on seeking China’s help

Me: Or move to #Uyghurs camp in china 

https://indiatvnews.com/news/india/farooq-should-withdraw-his-remark-on-seeking-china-s-help-aaj-ki-baat-rajat-sharma-blog-656529…"
486,"Opinion | Farooq should withdraw his remark on seeking China’s help

https://indiatvnews.com/news/india/farooq-should-withdraw-his-remark-on-seeking-china-s-help-aaj-ki-baat-rajat-sharma-blog-656529…"
487,"#PMImranKhan says “China has already adopted the principles of State of Madina and pulled over 700 million poor out of poverty,” https://dawn.com/news/146315 SAPM Mr Moeed Yusuf explains to Karan Thapar “status of #Uyghurs
in Madina 

#China #CPEC #OBOR #Uighurs"
488,"""The Chinese government is not planning to stop with just waging a war on a religion or conducting genocide on the #Uyghurs: their view of the world is what they are doing to the Uyghurs today."" #EUToday 
@CUyghurs"
489,We should boycott NBA and make them realize there's consequences for ignoring the genocide on #Uyghurs
490,"Hair From #Uyghur Muslim Women In Concentration Camps

Many women might be wearing hair products that have come from Uyghur women in camps. Uyghur women are in forced labour to manufacture hair products & raw hair may be coming from Uyghur detainees in camps!

#Uyghurs #China"
491,The world is changing! Dictatorship will eventually become history! We’ll all be freed! #Thailand #HongKong #Tibet #EastTurkestan #Uyghurs
492,"Pro-democracy demonstrators march during a Thai anti-government mass protest, on the 47th anniversary of the 1973 student uprising, in Bangkok, Thailand October 14, 2020. REUTERS/Jorge Silva #14ตุลา63"
493,"Yesterday I named some companies whose supply chains are reportedly implicated in human rights abuses against the #Uyghurs.

Consumers have power, but the Govt needs to look more at international supply chains. We are doing it with forests; we can do it with human rights. "
494,"That is a disgrace to #hrc. However you received 20 percent lower support mainly due to your fascist actions towards #Uyghurs 
#UyghurGenocide"
495,"#Pakistan is in Chinese hands and #US must follow a tough policy against the state. 

And if #Pakistan wants to lead muslim nations, how can it stay silent on #Uyghurs issue? Will #Imrankhan speak up ?

#PuppetPMImranKhan"
496,"For #China, reaching out to the #Taliban has many advantages. It will be able to extend its sphere of influence in South Asia and Middle East. It will also ensure that Islamic terror organizations do not make efforts to reach out to Xinjiang.

#Uyghurs"
497,"Hey, the thread is ready and compiled. You can read the whole version here: https://threader.app/thread/1315868846494904321…  #Uyghur #Ugyhurs #Uyghurs #deathcamps"
498,Pleased to see our advisory board member standing up for the rights of the #Uyghurs in parliament. He highlights a valuable question: what is the aim of human rights based sanctions if Gov is not bold enough to use them against human rights abusers?
499,"The persecution of the #Uyghur is a scar on the conscience of the world.

 Y’day I urged @GOVUK to publicly oppose China’s election to the UN Human Rights Council, to deploy #Magnitsky sanctions against senior CCP officials & to stop UK firms using forced labour in supply chains."
500,"Thanks to a petition with over 146k signatures, Parliament has debated imposing sanctions on China over its treatment of the Uyghurs. But it doesn't look like we're going to do anything except ""be clear about our grave concerns"". #Uyghurs"
501,"To all friends in #HongKong, #Tibet, #Uyghurs, #China

As the Chinese Communist Party regime becomes ever more repressive, mendacious, inhumane, now is not the time to splinter or allow internal divisions to distract

Now is the time to unite to face a common, cruel, enemy."
502,Good! This also shouldn’t be done by secret balot. We need to see who was bribed to vote for #China who doesn’t give a damn about other humans except the Han Chinese #Uyghurs
503,Saudi Arabia tries and fails to join the UN Human Rights Council http://dlvr.it/RjYZnk
504,".I admire you. Bought your book, etc. It's *painful,* and so transparently cowardly, to watch you dance around #China, #Uyghurs, #HongKong, etc. Coward.

You could put this all to rest if you tweeted ""I condemn the Uyghur genocide.""
That you won't, says it all.
@tedcruz"
505,"#CCPChina put the #Uyghurs into concentration camps, forcefully sterilized them and make them abandon their language and religion. #CCPChina dont even deserve to exist. This is sickening.
#ChinaLiedPeopleDied 
#chinazi"
506,"China aims to expand further economically, militarily & politically. It has adopted a coercive diplomacy, forcing countries, organizations, multinationals, institutions to bend to it's will. The #UNHRC seems not to care about 3 million #Uyghurs in concentration camps in China."
507,"Wow now concentration camps and widespread sterilisation scheme become human rights now! Just wondering how 
@UNHumanRights
 explain this to #Uyghurs"
508,"Groups, Activists Campaign Against China's Bid For UN Rights Council Seat #PRC #HumanRights
 #unhumanrightscouncil #FreeandOpenIndoPacific #IndoPacific #Uyghurs"
509,"Yes, but ironically now #China takes part of the #UNHRC. The world is going mad. The same country that placed 3 million #Uyghurs in concentration camps is now in the Human Rights Council of the United Nations? The UNHRC credibility is totally lost."
510,"Campaign for Uyghurs is dismayed by the election of #China to #UN Human Rights Council, & urges member states to take immediate steps to hold China accountable for ongoing & egregious abuses targeting #Uyghurs.
@CUyghurs
 @RushanAbbas
 #UyghursLivesMatter"
511,3 million #Uyghurs in China in concentration camps don't count? The #UNHRC has lost its credibility & its controlled by unscrupulous countries. The world is going mental.
512,Sadly so many companies have links to human rights abuses against #Uyghurs. We need to call them out and stop buying their products. Our money talks.
513,"In Westminster Hall I just named and shamed companies whose supply chains and products are implicated in the human rights abuses being committed against the #Uyghurs in Xinjiang and across China. For comprehensive lists, see:
https://aspi.org.au/report/uyghurs-sale…
https://uhrp.org/press-release/press-release-180-orgs-demand-apparel-brands-end-complicity-uyghur-forced-labour.html…"
514,"Someone please explain to me how this has happened, especially China who have committed genocide against 3m + #Uyghurs and a modern day holocaust is currently unfolding 
 #WTH #UnitedNations"
515,A European effort to save the #Uyghurs from genocide: that would be a worthy cause for the Peace Nobel laureate of 2012. #UyghurGenocide
516,"@CellStrategic
 has made this photo for the #Uyghurs. 
Say No to China!
Say No to China!
Say No to China!
Say No to China!
Say No to China!
Say No to China!
Say No to China!
Say No to China!
Say No to China!
Say No to China!
Say No to China!
Say No to China!
Say No to China!"
517,"Would like to see the footage of 
@friendlyjordies
 explaining to Brisbane #uyghurs their parents are troublemakers and need to be locked up...."
518,"China? What about their rape of  #Tibet and the re-education camps for  #Uyghurs. 
@UNHumanRights
 why?"
519,"China Loses Support: China won a seat in UN Human Rights Council by the SMALLEST MARGIN showing a drastic drop in standing

Read the full story : https://bit.ly/34Uz4JF

#China #unhumanrightscouncil #Uyghurs #HumanRights"
520,"For those of us who wants to fight #CCP #China

It is time to be a army recruit or join civilians army courses.

My knowledge on this is limited. Feedback are welcome.

#HongKong #Tibet #Uyghurs #Japan #Taiwan #MilkTeaAlliance   #Taiwan #Thailand"
521,Please save #Uyghurs. Their lives are at stake.
522,"Sad but true, not only #HongKong & Shenzhen but all human beings who want to live in #China ""safely"" under #CCP regime! Otherwise, treatment as #Uyghurs will come!
#HumanRights
 is nothing in totalitarianism! #12HKyouths detained in China extradited by HK govt.
#save12hkyouths"
523,"#Uyghur activist and #humanrights
 advocate 
@RushanAbbas
 issues a warning to nations siding with #China in their brutality against the Muslim ethnic minority 
#Uyghurs #HRC45 #RushanAbbas #EastTurkistan 
@SalihHudayar
 @ETAwakening
 @ETExileGov
 @Dolkun_Isa
 @CUyghurs"
524,"Hoax of Uighur Mother disappeared/Uighur cemetery destroyed - exposed. 

Corrupt MSM, ie, CNN BBC broadcast fake testimonies without the least investigation! 

Aziz Isa Elkum a Uighur separatist pseudo poet twitter.com/TerryYo6237078…"
525,"Glad that Nepal is elected as member..But in my opinion this org is itself a Bullshit..Promoting and Protecting HumanRights is very far things, This Org itself including the countries which are the largest violators of #HumanRights
...#India #China #kashmir #uyghurs...."
526,"Forming of an ironic #UN #HumanRights
 council 
#China #CCP #Uyghurs"
527,"The charm of the #BRI-#CPEC project by #China has bought #Taliban silence. The group that claims to protect Islam, looks the other way when it comes to atrocities against #Uyghurs, writes 
@rahulkumarindia
#IndiaNarrative"
528,"China will work with the 
@UNHumanRights
 council ""to advance the Council’s work of promoting and protecting human rights."" Are we living in an Orwellian universe, or are the #Uyghurs simply not considered human?"
529," is elected a member of #HRC for the term 2021-2023. 
sincerely appreciates the strong support from the wide UN membership. 
will work with other members to advance the Council’s work of promoting and protecting human rights."
530,". 
@Conservatives
, 
@CCHQPress
 you must #ImposeSanctionsOnChina. There is enough evidence and the govt and Party look weak through inaction. #Uyghurs

Parliamentary debate (transcript):"
531,"But CCP & his BROTHERS alliance, Russia, Pakistan, Cuba, etc.., also been elected as members.. 

UK is the minority of UNHRC, wondering these CCP challenging issues #HongKong #Uyghurs #Tibet will be on the agenda?!"
532,"I congratulate:
Côte d'Ivoire 
 
Gabon 
 
Malawi 
Senegal 
China 
Nepal 
Pakistan 
Uzbekistan 
Russia 
Ukraine 
Bolivia 
Cuba 
Mexico 
France 
United Kingdom 
For your election as members of the @UN Human Rights Council"
533,When are you saying we will not trade with china for atrocities on #Uyghurs and #Tibet and #balochistanvoices
534,"Disney kowtows to CCP without any consequence in US, if they stand against CCP, they will be banned officially. That’s how economic benefits influence political views. #Chinazi #Uyghurs"
535,Mairinisha Abuduaini is yet another mother having to raise her two children alone following the forcible return of her husband to #China in 2017. #XiJinping must release #YiliyasijiangReheman and end the detention of more than a million #Uyghurs in Xinjiang.
536,"Mr. Cuban .
@mcuban
, communist #China is now a genocidal state. The Chinese communists are modern day Nazis. If you advocate for civil liberties in USA & refuse to condemn China’s ongoing genocide against #Uyghurs, that is HYPOCRISY!"
537,Mark Cuban Defends Doing Business With China Despite Ethnic Cleansing Of Uighurs During Heated Megyn Kelly Interview https://dailycaller.com/2020/10/12/mark-cuban-okay-doing-business-china-ethnic-cleansing-uighurs-megyn-kelly/…
538,Thank you Lord Alton and other MPs concerning the genocide on #Uyghurs
539,"@mcuban
 rich dude protecting ‘his’ as he is in bed with the Peoples Republic of China.  Can’t trust Mark.  He’s a vicious Shark.   Can’t denounce the ethnic cleansing in China.  #Uyghurs #China #nba #MarkCuban"
540,"@UBC
 supports #CCPChina and #HumanRights
 abuses such as the #UyghurGenocide. Forcing #Uyghurs into #ConcentrationCamps and live #OrganHarvesting. Disgusting normalization for profit. Shame! #bcpoli #cdnpoli"
541,"How UBC provides services to ""senior Chinese government officials,"" and boasts about it. twitter.com/mtnbvan/status…"
542,"Well well. Its similar to Hitler's Nazi Germany being offered a UN Rights body seat amidst a Holocaust. It's so contradictory to UN's core principles!

How can Genocidal China bag a seat on the prestigious UN Rights body while persecuting the #Uyghurs?"
543,"THIS IS UNBELIEVABLE

BOYCOTT THE NBA
Mark Cuban is heartless 
#cancelled #ChinaVirus #UyghurGenocide #Uyghurs #NBAPlayoffs #NBA #NBATwitter"
544,This is a pretty wild exchange between Mark Cuban and Megyn Kelly in which Cuban says he is “okay” with doing business in a country currently committing a genocide
545,"Thank you for voicing out for #Uyghurs 
What #CCP does is definitely genocide. 
#CCP is too barbaric to accept multi-cultures and differences.
See what they does to #Tibetans, #HongKongers and #Mongolians"
546,"Ethnic cleansing, cultural genocide, slave labor... The world promised 'Never again' but the #Uyghurs are suffering. No one wants to act cuz they believe in appeasement policy and that there's a pot of gold after kowtowing. Now China is even on UN human council. Ironic , isn't it"
547,Really ? And you have just put China and Russia on the Human Rights council!! Two of the worst offenders in the world. That makes the UN hypocrites in any language. #FreeTibet #Uyghurs
548,"Thank you so much. The West should act, not just talk. People of #Uyghurs are being detained & tortured by CCP and dying everyday."
549,"The West should act, not just talk. People of #Uyghurs are being detained & tortured by CCP and dying everyday."
550,"I am very glad that the UK has been reelected to the UN #HRC

But let's think now how the UK can use its position to help #HongKong #Uyghurs #Tibet and other major human rights challenges and make a difference "
551,"The UK has just been elected to the UN #HRC for the term 2021-2023.

Thank you to those who supported our candidacy.

We look forward to working with members of the Council, @UNHumanRights & civil society to deliver our election pledges."
552,"#China should not be member HRC as millions of innocents #Uyghurs suffering in evil Chinese camps since 2016 including my sister!  
@UN
 @UNHumanRights"
553,"Don't call yourself a progressive if you defend or excuse LeBron & the NBA's support of China. They repress #HongKong human rights activists & throw Muslim #Uyghurs in concentration camps. This isn't some ""right wing"" complaint. It's progressive.

#FreeHongKong #FreeUyghurs"
554,"We condemn the 
@UN
 General Assembly's ""election"" of #China to the 
@UNHumanRights
 Council. China & its #CCP's seat on the #UNHCR will only empower it to continue its genocide of #Uyghurs & others while encouraging other despotic regimes across the world to undermine #HumanRights
."
555,"China is our enemy, the War was already been they choose in past 1930.
Thefts, hallowout, killing,, provided to Osmar Bin Laden, #Uyghurs #Uyghur of genocide. they made virus and spread, and more they're enemy in safety, interest, value, civilization.
#quad #Fentanyl #chinavirus"
556,"The Chinese regime has not been very successful in using  #XinjiangPropaganda in order to cover up their biggest ""defect"" which is  #UyghurGenocide and the network of the 380 or so concentration camps for 3.000,000 #Uyghurs and Kazacks "
557,"In order to pursue exterior #beauty, most people in #Urumqi turn to beautiful garments and #cosmetics that can be used to cover #defects."
558,"Thats why now they are using technology to sterilize woman ha!!! Do you even realize that it is against #humanrights
 ??? Or did you become so blind that cant even understand these words?? #Uyghurs dont want to leave under chinese #fascist rules but with their choices"
559,"Those #Uyghurs you killed in your concentration camps will come after you, sooner or later. 
Don’t be happy with your luck."
560,"Please, do not start a career of tweeting #XinjiangPropaganda 
 while #Uyghurs are dying in concentration camps!!!  #UyghurGenocide"
561,"Delicious #food is my best #recollection. Now I am working in #Urumqi. Slowly, I fall in love with this city."
562,not just #uyghurs actually but also #china is killing #kazakhs and #tatars in #ConcentrationCamps but you are talking about ignoring(!!!) the groups!! What a shameless statement!!
563,This is literally whataboutism... You dont even let the #Uyghurs as normal human beings and you are talking about pan turkism which most of the east turkistani turkic groups supports the idea... It doesnt matter which century the idea is born otherwise china has to give communism
564,Dont forget that #Uyghurs built #ancientcities which #China demolishes them in a very #barbaric way (disrespecting the #history) If #invader and #colonizer #china leaves them they can also built cities because they are normal human beings. Your words are #racist
565," again... another quick mini debunk.
her dad is fine in Xinjiang.
Bahargul is making her own money and left the unhappy arranged marriage.
I swear that’s Guan’s Rushan in BOTH pictures.
Just look at the features, the brows, the bones, the wrinkles, identical.

Come on!  twitter.com/RayhanAsat/sta…"
566,"#China, the World biggest executioner, just have been elected to the 
@UN_HRC
 UN Human Right Council next to #SaudiArabia & #Russia.
My thoughts are going to all Human Right activists in China and especially #Tibetans , #Uyghurs and all lawyers in danger"
567,The so called most of the people become #hanchinese in #EastTurkistan because chinese communist party eliminates #uyghurs in camps and forces them to sterilize also they encourage #hans to move and settle there. Same pattern as how #nativeamericans lost their lands.
568,"First Answer where those #Uyghurs are, before you claim to promote human rights of people outside of communist China. Shutdown your concentration camps, free Uyghurs, end forced labor. 
It’s shame you’re elected to violate human rights more than ever."
569,"3/ #JustinTrudeau has a curious way of putting matters--'warned that...[#PRC's] use of arbitrary arrests, repression in #HongKong & detention camps for Muslim minorities is “not a particularly productive path""' https://theglobeandmail.com/politics/article-trudeau-vows-to-stand-up-to-chinas-coercive-diplomacy/… #cdnfp #Uyghurs #Xinjiang #Muslims"
570,"#Canada Prime Minster 
@JustinTrudeau
 called attention to the arrests of #Canadians Kovrig & Spavor, the crackdown on civil rights & the rule of law in #HongKong, the treatment of #Uyghurs in #Xinjiang where more than one million are being held in camps."
571,"“Moderate” Chinese seek democracy in a united China. Democracy is for nation-states, not for empires. United China requires putting #Uyghurs in camps, cutting #InnerMongolian’s tongue, occupying #Tibet, needs something like #ccp sitting on top of everybody, you included."
572,"or the United States
 giving it any credibility. Two million plus #Uyghurs Muslims have been held in #concentrationcamps of forced labor, mass internment and forced sterilization in #China. These acts are, prima facie, a crime against humanity.
@nuryturkel
 @Dolkun_Isa
2/2"
573,"Last time it ran, #China got more votes (180) than any other state. Today, it got the least (139) of any candidate elected. Guess it doesn’t pay to detain 1 million+ #Uyghurs, strip #HongKong of basic freedoms, engage in mass surveillance & bully critics around the globe. (2/4)"
574,"Great, can't wait to have my Popcorn and defeat of #CCP along with freedom of #Uyghurs, #Tibetans along with #HongKong and #Taiwan because #CCP_is_terrorist and #CCPLiedPeopleDied"
575,Mark Cuban is a disgrace. #Uyghurs
576,"How about having a passport and traveling to outside #China? 
Can they?
No.
So making #Uyghurs dance don’t not prove anything."
577,"Briefing on what next:
Report Stage in a couple of weeks
Lab and Lib Dem support + Tory rebels = gov defeat
We’ll force a vote at Report if gov doesn’t accept amendment. 
Back to the Commons where 
@MPIainDS
 @Nus_Ghani
 and 
@AnthonyMangnal1
 already supporting. #Uyghurs"
578,Truly powerful  twitter.com/lukedepulford/…
579,"If the #Uyghurs refused to dance, when the CCP is ""points a gun at their forehead"", they would most likely end up in a concentration camp 
  #XinjiangPropaganda   #CCPpropaganda"
580,"That one guy with hat backward wearing, also leading the dance in the front is #Uyghur, others r #chinese invaders learning the dance. This way #CCPChina can display chinese pretending #Uyghurs dancing around with uyghur traditional dresses even when there is no Uyghur left."
581,#Uyghurs are living in #ConcentrationCamps not in this buildings. Plus it is their #land therefore their #country so only they can decide what to build not #hanchinese government.
582,"Except in the lives of #Uyghurs, who are kept in concentration camps, prisons or in #forcedlabor. Not in the lives of Uyghur kids, that are in state run orphanages, nor in the lives of women, who are forced to abort their late term pregnancies. #FakeHappiness  #XinjiangPropaganda"
583,Happiness in everyone's life
584,Trudeau vows to stand up to China’s coercive diplomacy - The Globe and Mail #cdnpoli #china #HongKongProtests #Uyghurs
585,"#AmazingXinjiang

#LiveTheFascinatingSceneryInXinjiang-Ep.3

#ChinaPolishingItsImage: #MisleadingForeigners and #HurtingUyghurs

#CGTN
#Uyghurs

https://facebook.com/112462576900252/posts/211646576981851/…"
586,"@tim_cook
 #Uyghurs would
 to use the new #iphone12 and #iphone12promax if they were free and not in concentration camps.
#Apple care about #HumanRights
 in #China where you still have your production. 
#AppleEvent 
Stop China committing #UighurGenocide"
587,"A little more #UN #HRC math w/r/t #China govt:

*
about 25% in votes.
*1 anti-rights resolution withdrawn.
*39+1 govts speaking up about abuses of #Uyghurs, #Tibetans, #Hongkong ppl.
*50 
@UN_SPExperts
 demanding change.
*400+ NGOs echoing. 

Bring on #HRC46! 
@hrw
 @hrw_chinese"
588,"Read 
@dtbyler
 on the ""Xinjiang Data Police"": one aspect of the suffocating surveillance state in East Turkestan.

A regime constructed by the CCP for colonial control, equipped by big business for profit.

#FreeUyghurs #UyghurGenocide #Uyghurs"
589,"""They see that they are building a system that takes their own lives away.""

@dtbyler details how Uighurs are trained to surveil and detain people in their own communities.

via @NoemaMag 

https://noemamag.com/the-xinjiang-data-police/…"
590,"#Uyghurs would #love to use the new #iphone12 and #iphone12promax if they were free and not in concentration camps.
#Apple care about #HumanRights
 in #China where you still have your production. 

#AppleEvent 
Let's stop China committing #UighurGenocide"
